State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,All Commodities,Falkland Islands (Islas Malvinas),2024,"4,088,477"
All States,All Commodities,Falkland Islands (Islas Malvinas),2025,"2,101,125"
All States,All Commodities,Faroe Islands,2020,"2,792,623"
All States,All Commodities,Faroe Islands,2021,"3,033,050"
All States,All Commodities,Faroe Islands,2022,"1,552,883"
All States,All Commodities,Faroe Islands,2023,"3,212,700"
All States,All Commodities,Faroe Islands,2024,"1,367,961"
All States,All Commodities,Faroe Islands,2025,"1,919,104"
All States,All Commodities,Faroe Islands,2026 through January,"42,598"
All States,All Commodities,Fiji,2020,"39,505,205"
All States,All Commodities,Fiji,2021,"180,490,659"
All States,All Commodities,Fiji,2022,"63,425,506"
All States,All Commodities,Fiji,2023,"100,617,148"
All States,All Commodities,Fiji,2024,"94,960,951"
All States,All Commodities,Fiji,2025,"122,135,565"
All States,All Commodities,Fiji,2026 through January,"14,155,315"
All States,All Commodities,Finland,2020,"1,595,242,032"
All States,All Commodities,Finland,2021,"1,727,083,725"
All States,All Commodities,Finland,2022,"2,649,189,927"
All States,All Commodities,Finland,2023,"2,952,431,750"
All States,All Commodities,Finland,2024,"2,546,575,533"
All States,All Commodities,Finland,2025,"2,841,714,582"
All States,All Commodities,Finland,2026 through January,"239,076,282"
All States,All Commodities,France,2020,"27,312,209,405"
All States,All Commodities,France,2021,"29,903,888,611"
All States,All Commodities,France,2022,"46,296,198,553"
All States,All Commodities,France,2023,"44,366,880,604"
All States,All Commodities,France,2024,"43,547,726,144"
All States,All Commodities,France,2025,"50,028,330,427"
All States,All Commodities,France,2026 through January,"3,322,038,826"
All States,All Commodities,French Guiana,2020,"482,576,101"
All States,All Commodities,French Guiana,2021,"190,888,197"
All States,All Commodities,French Guiana,2022,"287,872,736"
All States,All Commodities,French Guiana,2023,"14,303,722"
All States,All Commodities,French Guiana,2024,"23,861,690"
All States,All Commodities,French Guiana,2025,"252,815,937"
All States,All Commodities,French Guiana,2026 through January,"2,493,701"
All States,All Commodities,French Polynesia,2020,"126,471,550"
All States,All Commodities,French Polynesia,2021,"128,993,445"
All States,All Commodities,French Polynesia,2022,"147,733,576"
All States,All Commodities,French Polynesia,2023,"163,967,837"
All States,All Commodities,French Polynesia,2024,"145,902,581"
All States,All Commodities,French Polynesia,2025,"161,553,273"
All States,All Commodities,French Polynesia,2026 through January,"7,168,732"
All States,All Commodities,French Southern and Antarctic Lands,2020,"882,044"
All States,All Commodities,French Southern and Antarctic Lands,2021,"2,588,075"
All States,All Commodities,French Southern and Antarctic Lands,2022,"2,381,960"
All States,All Commodities,French Southern and Antarctic Lands,2023,"1,792,697"
All States,All Commodities,French Southern and Antarctic Lands,2024,"2,248,567"
All States,All Commodities,French Southern and Antarctic Lands,2025,"3,068,651"
All States,All Commodities,French Southern and Antarctic Lands,2026 through January,"379,171"
All States,All Commodities,Gabon,2020,"92,352,698"
All States,All Commodities,Gabon,2021,"129,289,972"
All States,All Commodities,Gabon,2022,"133,159,052"
All States,All Commodities,Gabon,2023,"180,105,971"
All States,All Commodities,Gabon,2024,"170,577,809"
All States,All Commodities,Gabon,2025,"147,345,984"
All States,All Commodities,Gabon,2026 through January,"17,886,101"
All States,All Commodities,Gambia,2020,"41,490,184"
All States,All Commodities,Gambia,2021,"53,612,689"
All States,All Commodities,Gambia,2022,"67,837,797"
All States,All Commodities,Gambia,2023,"70,446,521"
All States,All Commodities,Gambia,2024,"80,035,945"
All States,All Commodities,Gambia,2025,"69,609,356"
All States,All Commodities,Gambia,2026 through January,"7,848,379"
All States,All Commodities,Gaza Strip Administered by Israel,2020,"254,478"
All States,All Commodities,Gaza Strip Administered by Israel,2021,"180,028"
All States,All Commodities,Gaza Strip Administered by Israel,2022,"2,213,820"
All States,All Commodities,Gaza Strip Administered by Israel,2023,"122,066"
All States,All Commodities,Gaza Strip Administered by Israel,2024,"559,747"
All States,All Commodities,Gaza Strip Administered by Israel,2025,"2,636"
All States,All Commodities,Gaza Strip Administered by Israel,2026 through January,"399,685"
All States,All Commodities,Georgia,2020,"435,980,376"
All States,All Commodities,Georgia,2021,"656,495,108"
All States,All Commodities,Georgia,2022,"1,236,549,868"
All States,All Commodities,Georgia,2023,"1,511,747,654"
All States,All Commodities,Georgia,2024,"1,735,093,235"
All States,All Commodities,Georgia,2025,"2,144,647,392"
All States,All Commodities,Georgia,2026 through January,"155,427,995"
All States,All Commodities,Germany,2020,"58,001,636,678"
All States,All Commodities,Germany,2021,"65,362,648,698"
All States,All Commodities,Germany,2022,"72,871,724,143"
All States,All Commodities,Germany,2023,"76,679,468,119"
All States,All Commodities,Germany,2024,"75,724,045,723"
All States,All Commodities,Germany,2025,"83,061,837,748"
All States,All Commodities,Germany,2026 through January,"5,901,440,608"
All States,All Commodities,Ghana,2020,"828,787,044"
All States,All Commodities,Ghana,2021,"956,768,784"
All States,All Commodities,Ghana,2022,"974,625,045"
All States,All Commodities,Ghana,2023,"860,633,382"
All States,All Commodities,Ghana,2024,"968,168,321"
All States,All Commodities,Ghana,2025,"1,283,870,961"
All States,All Commodities,Ghana,2026 through January,"82,945,217"
All States,All Commodities,Gibraltar,2020,"828,358,294"
All States,All Commodities,Gibraltar,2021,"783,555,153"
All States,All Commodities,Gibraltar,2022,"274,034,709"
All States,All Commodities,Gibraltar,2023,"280,217,372"
All States,All Commodities,Gibraltar,2024,"544,318,096"
All States,All Commodities,Gibraltar,2025,"217,394,505"
All States,All Commodities,Gibraltar,2026 through January,"52,635,919"
All States,All Commodities,Greece,2020,"1,402,902,106"
All States,All Commodities,Greece,2021,"1,557,119,439"
All States,All Commodities,Greece,2022,"2,384,268,777"
All States,All Commodities,Greece,2023,"1,780,297,579"
All States,All Commodities,Greece,2024,"2,505,325,425"
All States,All Commodities,Greece,2025,"2,537,395,665"
All States,All Commodities,Greece,2026 through January,"188,360,911"
All States,All Commodities,Greenland,2020,"6,940,944"
All States,All Commodities,Greenland,2021,"13,133,816"
All States,All Commodities,Greenland,2022,"7,373,254"
All States,All Commodities,Greenland,2023,"6,896,456"
All States,All Commodities,Greenland,2024,"48,326,853"
All States,All Commodities,Greenland,2025,"8,670,744"
All States,All Commodities,Greenland,2026 through January,"235,022"
All States,All Commodities,Grenada,2020,"98,959,616"
All States,All Commodities,Grenada,2021,"124,546,271"
All States,All Commodities,Grenada,2022,"167,628,780"
All States,All Commodities,Grenada,2023,"202,558,939"
All States,All Commodities,Grenada,2024,"159,695,272"
All States,All Commodities,Grenada,2025,"189,234,698"
All States,All Commodities,Grenada,2026 through January,"16,683,935"
All States,All Commodities,Guadeloupe,2020,"243,724,321"
All States,All Commodities,Guadeloupe,2021,"272,220,771"
All States,All Commodities,Guadeloupe,2022,"472,840,706"
All States,All Commodities,Guadeloupe,2023,"422,357,850"
All States,All Commodities,Guadeloupe,2024,"400,663,777"
All States,All Commodities,Guadeloupe,2025,"287,376,060"
All States,All Commodities,Guadeloupe,2026 through January,"20,747,850"
All States,All Commodities,Guatemala,2020,"5,844,415,282"
All States,All Commodities,Guatemala,2021,"8,092,700,720"
All States,All Commodities,Guatemala,2022,"10,103,669,387"
All States,All Commodities,Guatemala,2023,"9,713,504,582"
All States,All Commodities,Guatemala,2024,"9,708,139,558"
All States,All Commodities,Guatemala,2025,"10,018,208,986"
All States,All Commodities,Guatemala,2026 through January,"720,971,976"
All States,All Commodities,Guinea,2020,"135,531,801"
All States,All Commodities,Guinea,2021,"151,620,459"
All States,All Commodities,Guinea,2022,"120,230,238"
All States,All Commodities,Guinea,2023,"183,361,148"
All States,All Commodities,Guinea,2024,"140,238,221"
All States,All Commodities,Guinea,2025,"198,280,348"
All States,All Commodities,Guinea,2026 through January,"14,060,763"
All States,All Commodities,Guinea-Bissau,2020,"3,665,443"
All States,All Commodities,Guinea-Bissau,2021,"3,332,532"
All States,All Commodities,Guinea-Bissau,2022,"2,412,857"
All States,All Commodities,Guinea-Bissau,2023,"3,482,349"
All States,All Commodities,Guinea-Bissau,2024,"3,394,912"
All States,All Commodities,Guinea-Bissau,2025,"8,391,693"
All States,All Commodities,Guinea-Bissau,2026 through January,"4,116"
All States,All Commodities,Guyana,2020,"654,620,746"
All States,All Commodities,Guyana,2021,"1,012,135,624"
All States,All Commodities,Guyana,2022,"1,180,738,084"
All States,All Commodities,Guyana,2023,"1,349,473,546"
All States,All Commodities,Guyana,2024,"1,314,600,802"
All States,All Commodities,Guyana,2025,"1,522,922,454"
All States,All Commodities,Guyana,2026 through January,"113,243,141"
All States,All Commodities,Haiti,2020,"1,398,918,407"
All States,All Commodities,Haiti,2021,"1,294,923,074"
All States,All Commodities,Haiti,2022,"1,378,450,773"
All States,All Commodities,Haiti,2023,"1,300,220,810"
All States,All Commodities,Haiti,2024,"1,205,197,567"
All States,All Commodities,Haiti,2025,"1,312,948,510"
All States,All Commodities,Haiti,2026 through January,"136,119,308"
All States,All Commodities,Heard and McDonald Islands,2020,"172,932"
All States,All Commodities,Heard and McDonald Islands,2021,"137,990"
All States,All Commodities,Heard and McDonald Islands,2022,"21,607"
All States,All Commodities,Heard and McDonald Islands,2023,"106,948"
All States,All Commodities,Heard and McDonald Islands,2024,"58,879"
All States,All Commodities,Honduras,2020,"4,192,544,235"
All States,All Commodities,Honduras,2021,"6,386,424,547"
All States,All Commodities,Honduras,2022,"7,825,016,851"
All States,All Commodities,Honduras,2023,"6,771,717,624"
All States,All Commodities,Honduras,2024,"7,097,523,186"
All States,All Commodities,Honduras,2025,"6,981,140,741"
All States,All Commodities,Honduras,2026 through January,"482,847,511"
All States,All Commodities,Hong Kong,2020,"23,825,773,122"
All States,All Commodities,Hong Kong,2021,"29,899,435,491"
All States,All Commodities,Hong Kong,2022,"25,786,139,419"
All States,All Commodities,Hong Kong,2023,"27,690,710,314"
All States,All Commodities,Hong Kong,2024,"27,883,808,137"
All States,All Commodities,Hong Kong,2025,"33,672,601,430"
All States,All Commodities,Hong Kong,2026 through January,"2,861,645,065"
All States,All Commodities,Hungary,2020,"2,111,391,781"
All States,All Commodities,Hungary,2021,"2,911,127,635"
All States,All Commodities,Hungary,2022,"2,871,470,761"
All States,All Commodities,Hungary,2023,"3,119,164,491"
All States,All Commodities,Hungary,2024,"3,262,479,790"
All States,All Commodities,Hungary,2025,"3,416,382,093"
All States,All Commodities,Hungary,2026 through January,"643,667,850"
All States,All Commodities,Iceland,2020,"292,456,106"
All States,All Commodities,Iceland,2021,"628,868,305"
All States,All Commodities,Iceland,2022,"647,588,661"
All States,All Commodities,Iceland,2023,"334,409,747"
All States,All Commodities,Iceland,2024,"990,926,983"
All States,All Commodities,Iceland,2025,"759,096,905"
All States,All Commodities,Iceland,2026 through January,"32,487,701"
All States,All Commodities,India,2020,"27,081,657,766"
All States,All Commodities,India,2021,"39,817,425,746"
All States,All Commodities,India,2022,"46,819,202,978"
All States,All Commodities,India,2023,"40,317,521,829"
All States,All Commodities,India,2024,"41,536,952,116"
All States,All Commodities,India,2025,"45,608,083,254"
All States,All Commodities,India,2026 through January,"4,628,363,336"
All States,All Commodities,Indonesia,2020,"7,382,992,318"
All States,All Commodities,Indonesia,2021,"9,380,766,015"
All States,All Commodities,Indonesia,2022,"9,831,881,667"
All States,All Commodities,Indonesia,2023,"9,849,136,345"
All States,All Commodities,Indonesia,2024,"10,159,090,380"
All States,All Commodities,Indonesia,2025,"11,026,327,486"
All States,All Commodities,Indonesia,2026 through January,"819,717,589"
All States,All Commodities,Iran,2020,"36,357,054"
All States,All Commodities,Iran,2021,"39,328,394"
All States,All Commodities,Iran,2022,"45,475,351"
All States,All Commodities,Iran,2023,"59,014,461"
All States,All Commodities,Iran,2024,"90,218,216"
All States,All Commodities,Iran,2025,"58,596,565"
All States,All Commodities,Iran,2026 through January,"1,513,841"
All States,All Commodities,Iraq,2020,"769,978,227"
All States,All Commodities,Iraq,2021,"827,965,490"
All States,All Commodities,Iraq,2022,"898,506,031"
All States,All Commodities,Iraq,2023,"2,255,648,831"
All States,All Commodities,Iraq,2024,"1,671,771,650"
All States,All Commodities,Iraq,2025,"1,663,321,695"
All States,All Commodities,Iraq,2026 through January,"130,727,305"
All States,All Commodities,Ireland,2020,"10,668,064,020"
All States,All Commodities,Ireland,2021,"13,733,933,053"
All States,All Commodities,Ireland,2022,"15,947,211,746"
All States,All Commodities,Ireland,2023,"16,830,018,515"
All States,All Commodities,Ireland,2024,"16,759,686,645"
All States,All Commodities,Ireland,2025,"19,335,768,868"
All States,All Commodities,Ireland,2026 through January,"1,516,626,016"
All States,All Commodities,Israel,2020,"11,223,702,323"
All States,All Commodities,Israel,2021,"12,866,901,398"
All States,All Commodities,Israel,2022,"14,187,034,619"
All States,All Commodities,Israel,2023,"13,956,204,720"
All States,All Commodities,Israel,2024,"14,771,247,028"
All States,All Commodities,Israel,2025,"13,820,158,662"
All States,All Commodities,Israel,2026 through January,"930,148,325"
All States,All Commodities,Italy,2020,"19,949,475,161"
All States,All Commodities,Italy,2021,"21,682,148,391"
All States,All Commodities,Italy,2022,"27,606,240,108"
All States,All Commodities,Italy,2023,"28,963,290,450"
All States,All Commodities,Italy,2024,"32,357,253,615"
All States,All Commodities,Italy,2025,"43,667,624,386"
All States,All Commodities,Italy,2026 through January,"3,286,258,451"
All States,All Commodities,Jamaica,2020,"1,662,178,522"
All States,All Commodities,Jamaica,2021,"1,981,003,340"
All States,All Commodities,Jamaica,2022,"2,565,856,020"
All States,All Commodities,Jamaica,2023,"2,632,919,880"
All States,All Commodities,Jamaica,2024,"2,645,558,140"
All States,All Commodities,Jamaica,2025,"2,671,780,446"
All States,All Commodities,Jamaica,2026 through January,"237,283,444"
All States,All Commodities,Japan,2020,"64,030,307,995"
